LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,population_mean_2019_2022
E01002645,0.26,0.35,0.26,0.13,0.13,0.39,0.22,0.57,0.57,0.26,3.14,2295
E01002646,0.22,0.34,0.26,0.13,0.13,0.39,0.22,0.39,0.47,0.26,2.8,2324
E01002647,0.22,0.36,0.27,0.13,0.09,0.4,0.22,0.4,0.4,0.27,2.78,2230
E01002649,0.24,0.39,0.29,0.15,0.15,0.44,0.24,0.63,0.53,0.39,3.45,2060
E01002650,0.24,0.32,0.24,0.12,0.12,0.36,0.24,0.52,0.52,0.24,2.91,2507
E01002651,0.25,0.41,0.3,0.15,0.15,0.41,0.3,0.66,0.56,0.3,3.51,1968
E01002652,0.31,0.42,0.31,0.16,0.16,0.47,0.31,0.68,0.47,0.42,3.72,1909
E01002653,0.32,0.32,0.32,0.11,0.16,0.43,0.27,0.43,0.59,0.43,3.39,1857
E01002654,0.26,0.31,0.31,0.15,0.15,0.57,0.26,0.41,0.57,0.41,3.4,1943
E01002655,0.26,0.41,0.31,0.15,0.1,0.46,0.26,0.67,0.57,0.31,3.5,1942
E01002656,0.36,0.44,0.36,0.15,0.15,0.65,0.22,0.8,0.8,0.58,4.5,1377
E01002657,0.31,0.41,0.31,0.16,0.16,0.41,0.31,0.67,0.57,0.31,3.62,1933
E01002658,0.36,0.58,0.43,0.14,0.22,0.58,0.22,0.79,0.79,0.43,4.54,1389
E01002659,0.42,0.42,0.42,0.21,0.14,0.63,0.21,0.63,0.77,0.42,4.29,1422
E01002660,0.28,0.38,0.28,0.14,0.14,0.43,0.24,0.61,0.61,0.38,3.5,2116
E01002661,0.26,0.34,0.26,0.13,0.13,0.47,0.26,0.56,0.47,0.34,3.23,2324
E01002662,0.2,0.32,0.24,0.12,0.12,0.36,0.24,0.51,0.43,0.24,2.77,2529
E01002663,0.22,0.36,0.27,0.13,0.13,0.36,0.13,0.49,0.49,0.27,2.87,2228
E01002665,0.34,0.34,0.34,0.17,0.17,0.62,0.28,0.74,0.62,0.34,3.96,1768
E01002666,0.27,0.44,0.33,0.16,0.16,0.6,0.27,0.6,0.6,0.33,3.76,1833
E01002667,0.28,0.37,0.28,0.14,0.09,0.42,0.28,0.6,0.51,0.28,3.23,2167
E01002668,0.27,0.35,0.27,0.13,0.13,0.4,0.22,0.57,0.49,0.27,3.09,2263
E01002669,0.26,0.42,0.31,0.16,0.16,0.47,0.26,0.57,0.57,0.31,3.48,1923
E01002670,0.26,0.31,0.31,0.15,0.15,0.46,0.15,0.66,0.56,0.31,3.32,1960
E01002671,0.27,0.43,0.16,0.16,0.11,0.49,0.16,0.7,0.49,0.32,3.3,1850
E01002672,0.37,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.55,0.37,4.24,1628
E01002673,0.36,0.48,0.36,0.18,0.18,0.36,0.18,0.54,0.66,0.36,3.67,1660
E01002674,0.24,0.38,0.24,0.14,0.09,0.38,0.09,0.52,0.52,0.28,2.88,2118
E01002675,0.19,0.23,0.23,0.12,0.12,0.35,0.19,0.42,0.42,0.23,2.51,2590
E01002676,0.31,0.49,0.31,0.19,0.12,0.56,0.19,0.49,0.68,0.37,3.7,1621
E01002677,0.24,0.39,0.29,0.14,0.14,0.43,0.29,0.63,0.53,0.29,3.38,2071
E01002678,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.66,0.56,0.3,3.58,1981
E01002679,0.27,0.43,0.32,0.16,0.16,0.43,0.32,0.7,0.6,0.32,3.73,1848
E01002680,0.29,0.38,0.29,0.14,0.14,0.43,0.24,0.53,0.53,0.29,3.26,2083
E01002681,0.25,0.33,0.25,0.12,0.12,0.37,0.21,0.54,0.45,0.33,2.97,2423
E01002682,0.25,0.33,0.25,0.13,0.13,0.38,0.21,0.46,0.46,0.33,2.93,2390
E01002686,0.33,0.44,0.33,0.17,0.17,0.5,0.28,0.72,0.61,0.44,3.97,1812
E01002687,0.36,0.48,0.36,0.18,0.12,0.54,0.3,0.54,0.54,0.36,3.75,1682
E01002689,0.31,0.5,0.37,0.19,0.0,0.56,0.19,0.69,0.69,0.37,3.87,1601
E01002690,0.21,0.56,0.35,0.21,0.21,0.56,0.35,0.76,0.76,0.42,4.37,1440
E01002691,0.3,0.48,0.36,0.18,0.12,0.54,0.36,0.78,0.66,0.36,4.14,1666
E01002692,0.29,0.38,0.29,0.14,0.1,0.43,0.29,0.62,0.52,0.29,3.34,2098
E01002693,0.28,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.5,0.44,3.87,1809
E01002694,0.3,0.49,0.36,0.18,0.18,0.55,0.3,0.79,0.55,0.36,4.07,1645
E01002695,0.33,0.53,0.39,0.2,0.2,0.59,0.39,0.86,0.72,0.39,4.61,1519
E01002696,0.33,0.44,0.33,0.16,0.16,0.6,0.33,0.71,0.6,0.33,3.98,1836
E01002697,0.29,0.38,0.29,0.14,0.14,0.43,0.24,0.62,0.52,0.38,3.43,2099
E01002698,0.24,0.39,0.29,0.15,0.1,0.44,0.29,0.63,0.44,0.29,3.27,2048
E01002699,0.33,0.39,0.39,0.2,0.13,0.59,0.33,0.86,0.72,0.53,4.47,1520
E01002700,0.43,0.57,0.36,0.21,0.14,0.64,0.36,0.78,0.64,0.43,4.55,1408
E01002701,0.34,0.54,0.4,0.2,0.2,0.6,0.4,0.87,0.6,0.4,4.56,1490
E01002702,0.24,0.33,0.24,0.12,0.12,0.37,0.24,0.53,0.45,0.24,2.9,2452
E01002703,0.21,0.34,0.26,0.13,0.13,0.39,0.26,0.56,0.39,0.34,3.01,2328
E01002704,0.26,0.35,0.26,0.13,0.13,0.48,0.26,0.57,0.57,0.26,3.28,2288
E01002706,0.25,0.4,0.3,0.15,0.1,0.55,0.3,0.64,0.55,0.4,3.62,2018
E01002707,0.32,0.43,0.32,0.16,0.16,0.6,0.32,0.7,0.49,0.32,3.84,1847
E01002708,0.29,0.38,0.29,0.14,0.14,0.43,0.29,0.62,0.62,0.29,3.5,2088
E01002709,0.29,0.47,0.35,0.18,0.18,0.53,0.35,0.76,0.64,0.35,4.1,1708
E01002710,0.37,0.5,0.37,0.19,0.19,0.56,0.37,0.81,0.69,0.5,4.55,1603
E01002711,0.29,0.38,0.29,0.14,0.14,0.52,0.29,0.62,0.62,0.38,3.67,2098
E01002712,0.39,0.53,0.39,0.2,0.2,0.59,0.33,0.86,0.72,0.39,4.61,1519
E01002713,0.23,0.3,0.23,0.11,0.11,0.34,0.19,0.49,0.41,0.3,2.7,2662
E01002714,0.31,0.5,0.37,0.19,0.19,0.56,0.37,0.81,0.68,0.37,4.34,1614
E01002715,0.35,0.47,0.35,0.18,0.18,0.53,0.35,0.76,0.53,0.47,4.15,1711
E01002716,0.26,0.35,0.26,0.13,0.13,0.39,0.22,0.57,0.48,0.26,3.07,2283
E01002717,0.24,0.64,0.48,0.24,0.24,0.64,0.4,1.03,0.71,0.48,5.08,1259
E01002718,0.32,0.51,0.32,0.19,0.19,0.51,0.32,0.82,0.7,0.38,4.24,1579
E01002719,0.4,0.54,0.4,0.2,0.2,0.61,0.34,0.88,0.74,0.4,4.71,1485
E01002720,0.28,0.38,0.28,0.14,0.14,0.43,0.28,0.62,0.52,0.38,3.46,2112
E01002721,0.37,0.37,0.37,0.19,0.19,0.56,0.31,0.68,0.68,0.37,4.11,1606
E01002722,0.34,0.54,0.41,0.2,0.2,0.61,0.34,0.61,0.75,0.41,4.42,1470
E01002723,0.35,0.47,0.35,0.18,0.18,0.53,0.35,0.77,0.53,0.47,4.18,1697
E01002724,0.31,0.41,0.31,0.15,0.15,0.46,0.31,0.67,0.56,0.31,3.64,1953
E01002725,0.43,0.57,0.43,0.14,0.21,0.78,0.35,0.78,0.78,0.43,4.9,1409
E01002726,0.35,0.47,0.35,0.17,0.17,0.64,0.35,0.76,0.64,0.35,4.25,1717
E01002727,0.4,0.53,0.4,0.2,0.2,0.73,0.2,0.86,0.6,0.53,4.64,1510
E01002728,0.42,0.56,0.42,0.21,0.14,0.63,0.42,0.91,0.77,0.56,5.05,1427
E01002729,0.31,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.67,0.37,4.29,1630
E01002730,0.27,0.43,0.32,0.16,0.16,0.6,0.32,0.7,0.6,0.43,4.0,1848
E01002732,0.32,0.43,0.32,0.16,0.16,0.59,0.32,0.69,0.59,0.43,4.0,1876
E01002733,0.34,0.54,0.41,0.14,0.14,0.61,0.41,0.88,0.75,0.41,4.62,1472
E01002734,0.21,0.33,0.25,0.12,0.12,0.54,0.25,0.54,0.54,0.33,3.24,2410
E01002735,0.21,0.28,0.21,0.11,0.11,0.32,0.21,0.46,0.39,0.32,2.63,2817
E01002736,0.33,0.53,0.4,0.2,0.2,0.73,0.33,0.86,0.73,0.53,4.82,1514
E01002737,0.25,0.4,0.3,0.15,0.15,0.45,0.3,0.65,0.55,0.3,3.51,1994
E01002738,0.32,0.42,0.32,0.16,0.11,0.42,0.26,0.69,0.58,0.32,3.59,1892
E01002739,0.32,0.43,0.32,0.16,0.11,0.48,0.32,0.7,0.59,0.43,3.87,1860
E01002740,0.26,0.35,0.26,0.13,0.13,0.39,0.26,0.57,0.48,0.26,3.11,2285
E01002741,0.32,0.51,0.38,0.19,0.13,0.57,0.32,0.57,0.69,0.38,4.04,1583
E01002742,0.25,0.4,0.3,0.15,0.15,0.4,0.25,0.65,0.55,0.3,3.4,2000
E01002743,0.32,0.51,0.38,0.19,0.13,0.58,0.32,0.71,0.71,0.38,4.23,1560
E01002744,0.44,0.59,0.44,0.22,0.22,0.67,0.44,0.96,0.67,0.44,5.1,1353
E01002745,0.41,0.55,0.41,0.2,0.2,0.55,0.34,0.89,0.75,0.55,4.84,1467
E01002747,0.3,0.48,0.36,0.18,0.18,0.66,0.3,0.78,0.66,0.36,4.26,1666
E01002748,0.36,0.48,0.36,0.18,0.18,0.66,0.36,0.78,0.66,0.36,4.41,1657
E01002749,0.38,0.51,0.38,0.19,0.13,0.38,0.32,0.7,0.7,0.38,4.09,1566
E01002751,0.33,0.44,0.33,0.16,0.16,0.44,0.27,0.71,0.6,0.33,3.79,1822
E01002752,0.37,0.49,0.37,0.18,0.12,0.55,0.31,0.67,0.67,0.49,4.22,1635
E01002753,0.41,0.54,0.41,0.14,0.2,0.61,0.41,0.74,0.61,0.54,4.59,1480
E01002754,0.33,0.52,0.39,0.2,0.13,0.52,0.2,0.59,0.72,0.39,3.97,1536
E01002755,0.46,0.61,0.46,0.23,0.23,0.69,0.38,0.84,0.84,0.61,5.37,1304
E01002756,0.46,0.61,0.46,0.23,0.23,0.69,0.23,0.85,0.85,0.46,5.07,1301
E01002757,0.41,0.55,0.41,0.21,0.14,0.62,0.34,0.9,0.62,0.55,4.76,1450
E01002758,0.34,0.45,0.34,0.17,0.17,0.51,0.34,0.73,0.62,0.34,3.99,1779
E01002759,0.39,0.52,0.39,0.2,0.2,0.59,0.33,0.72,0.72,0.39,4.44,1532
E01002760,0.34,0.51,0.34,0.17,0.17,0.63,0.29,0.63,0.63,0.51,4.22,1752
E01002762,0.27,0.43,0.32,0.11,0.16,0.48,0.27,0.69,0.59,0.32,3.62,1877
E01002763,0.42,0.56,0.42,0.21,0.21,0.56,0.35,0.92,0.78,0.56,5.01,1418
E01002764,0.27,0.44,0.33,0.16,0.16,0.49,0.27,0.71,0.6,0.44,3.88,1830
E01002765,0.19,0.26,0.19,0.1,0.1,0.29,0.19,0.42,0.36,0.19,2.3,3090
E01002766,0.22,0.36,0.27,0.13,0.13,0.4,0.27,0.58,0.49,0.36,3.23,2230
E01002767,0.23,0.37,0.27,0.14,0.14,0.41,0.27,0.59,0.59,0.27,3.29,2188
E01002768,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.66,0.66,0.36,4.14,1666
E01002769,0.25,0.3,0.3,0.15,0.1,0.45,0.3,0.55,0.55,0.4,3.37,1986
E01002770,0.32,0.43,0.32,0.16,0.16,0.59,0.32,0.7,0.59,0.43,4.05,1851
E01002771,0.39,0.51,0.39,0.19,0.19,0.58,0.39,0.83,0.71,0.39,4.56,1558
E01002772,0.26,0.42,0.32,0.16,0.16,0.42,0.32,0.68,0.47,0.42,3.63,1903
E01002773,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.66,0.54,0.36,4.03,1664
E01002774,0.27,0.36,0.27,0.14,0.14,0.5,0.27,0.5,0.5,0.27,3.22,2202
E01002775,0.42,0.57,0.42,0.21,0.21,0.64,0.35,0.78,0.78,0.42,4.82,1412
E01002776,0.26,0.42,0.31,0.16,0.16,0.47,0.31,0.68,0.58,0.31,3.67,1906
E01002777,0.3,0.47,0.35,0.18,0.18,0.53,0.3,0.77,0.65,0.47,4.19,1694
E01002778,0.26,0.41,0.31,0.15,0.15,0.46,0.26,0.56,0.56,0.31,3.42,1957
E01002779,0.27,0.44,0.33,0.16,0.16,0.44,0.27,0.71,0.6,0.33,3.7,1836
E01002780,0.29,0.47,0.35,0.18,0.12,0.53,0.18,0.65,0.65,0.35,3.76,1704
E01002781,0.29,0.46,0.35,0.17,0.17,0.63,0.29,0.52,0.63,0.35,3.87,1733
E01002782,0.34,0.41,0.41,0.21,0.21,0.62,0.41,0.89,0.75,0.41,4.65,1463
E01002783,0.3,0.48,0.36,0.18,0.18,0.54,0.3,0.66,0.78,0.48,4.25,1672
E01002784,0.33,0.44,0.33,0.16,0.16,0.49,0.16,0.6,0.71,0.33,3.71,1833
E01002785,0.32,0.42,0.32,0.16,0.16,0.42,0.32,0.69,0.58,0.32,3.7,1894
E01002786,0.26,0.41,0.31,0.15,0.15,0.46,0.31,0.67,0.56,0.41,3.7,1948
E01002787,0.35,0.56,0.42,0.14,0.14,0.63,0.35,0.9,0.9,0.42,4.8,1438
E01002788,0.27,0.43,0.32,0.16,0.16,0.49,0.27,0.7,0.49,0.32,3.62,1849
E01002789,0.26,0.42,0.26,0.16,0.16,0.47,0.26,0.47,0.57,0.42,3.45,1915
E01002790,0.41,0.54,0.41,0.2,0.2,0.61,0.41,0.88,0.75,0.41,4.83,1470
E01002791,0.27,0.43,0.27,0.16,0.16,0.59,0.32,0.69,0.59,0.32,3.78,1878
E01002792,0.27,0.43,0.32,0.16,0.16,0.49,0.32,0.7,0.59,0.32,3.78,1850
E01002793,0.32,0.42,0.32,0.11,0.16,0.47,0.26,0.69,0.69,0.32,3.74,1897
E01002794,0.3,0.41,0.3,0.15,0.15,0.46,0.3,0.66,0.56,0.3,3.6,1973
E01002795,0.31,0.41,0.31,0.15,0.15,0.57,0.31,0.67,0.67,0.31,3.86,1942
E01002796,0.53,0.71,0.53,0.27,0.18,0.8,0.44,0.98,0.8,0.53,5.77,1126
E01002797,0.32,0.43,0.32,0.16,0.16,0.48,0.32,0.7,0.59,0.43,3.92,1864
E01002798,0.31,0.41,0.31,0.15,0.15,0.46,0.31,0.66,0.56,0.31,3.63,1958
E01002799,0.31,0.31,0.31,0.15,0.15,0.46,0.31,0.66,0.56,0.41,3.63,1958
E01002800,0.29,0.46,0.34,0.17,0.17,0.52,0.34,0.75,0.63,0.34,4.02,1742
E01002801,0.41,0.54,0.41,0.2,0.2,0.61,0.41,0.88,0.74,0.41,4.8,1479
E01002802,0.34,0.45,0.34,0.17,0.17,0.45,0.28,0.61,0.61,0.45,3.86,1789
E01002804,0.37,0.49,0.37,0.18,0.18,0.55,0.37,0.8,0.8,0.37,4.49,1626
E01002805,0.4,0.54,0.4,0.2,0.2,0.6,0.4,0.87,0.6,0.4,4.63,1490
E01002806,0.18,0.36,0.36,0.18,0.18,0.66,0.3,0.66,0.66,0.36,3.91,1661
E01002807,0.29,0.46,0.34,0.17,0.17,0.51,0.29,0.74,0.63,0.34,3.94,1750
E01002808,0.31,0.41,0.31,0.15,0.15,0.46,0.31,0.67,0.57,0.41,3.77,1937
E01002809,0.29,0.47,0.35,0.18,0.18,0.53,0.29,0.65,0.65,0.47,4.06,1699
E01002810,0.34,0.46,0.34,0.17,0.17,0.52,0.34,0.75,0.75,0.46,4.31,1742
E01002811,0.35,0.46,0.35,0.17,0.17,0.52,0.29,0.64,0.64,0.35,3.93,1729
E01002812,0.32,0.51,0.38,0.19,0.19,0.51,0.19,0.71,0.71,0.38,4.1,1560
E01002813,0.4,0.53,0.4,0.2,0.13,0.59,0.2,0.86,0.72,0.4,4.41,1518
E01002814,0.27,0.35,0.27,0.13,0.13,0.49,0.27,0.58,0.49,0.27,3.24,2254
E01002815,0.41,0.66,0.41,0.25,0.25,0.74,0.41,0.91,0.91,0.66,5.62,1210
E01002816,0.27,0.72,0.45,0.27,0.27,0.81,0.54,1.16,0.81,0.54,5.82,1117
E01002817,0.21,0.57,0.43,0.21,0.21,0.64,0.43,0.93,0.64,0.43,4.72,1398
E01002818,0.44,0.65,0.44,0.22,0.22,0.8,0.44,0.94,0.8,0.58,5.52,1378
E01002819,0.45,0.72,0.54,0.27,0.18,0.99,0.54,1.17,0.99,0.54,6.4,1110
E01002821,0.52,0.69,0.52,0.26,0.26,0.78,0.52,1.13,0.95,0.52,6.16,1152
E01002823,0.24,0.63,0.47,0.24,0.24,0.71,0.47,1.02,0.86,0.47,5.33,1275
E01002824,0.24,0.73,0.49,0.24,0.24,0.65,0.49,1.05,0.73,0.49,5.34,1235
E01002825,0.28,0.45,0.34,0.17,0.17,0.51,0.34,0.73,0.62,0.34,3.94,1777
E01002826,0.39,0.62,0.46,0.23,0.23,0.85,0.46,1.0,0.7,0.46,5.41,1294
E01002827,0.35,0.47,0.29,0.18,0.18,0.53,0.35,0.77,0.77,0.47,4.37,1695
E01002828,0.41,0.65,0.41,0.25,0.25,0.65,0.49,1.06,0.9,0.49,5.56,1222
E01002829,0.36,0.58,0.44,0.22,0.22,0.8,0.44,0.94,0.8,0.44,5.22,1379
E01002830,0.35,0.46,0.35,0.17,0.17,0.52,0.29,0.75,0.63,0.46,4.15,1736
E01002831,0.28,0.45,0.34,0.17,0.17,0.62,0.34,0.73,0.62,0.45,4.14,1786
E01002832,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.77,0.65,0.36,4.23,1680
E01002833,0.49,0.65,0.49,0.24,0.24,0.73,0.49,1.06,0.73,0.49,5.61,1230
E01002834,0.41,0.65,0.49,0.25,0.16,0.65,0.41,0.74,0.9,0.49,5.16,1222
E01002835,0.35,0.56,0.42,0.21,0.21,0.77,0.42,0.91,0.77,0.42,5.03,1431
E01002836,0.46,0.61,0.46,0.23,0.15,0.69,0.23,0.84,0.84,0.46,4.98,1306
E01002837,0.55,0.74,0.46,0.28,0.18,0.55,0.46,1.2,1.02,0.55,6.01,1082
E01002839,0.33,0.52,0.39,0.2,0.13,0.52,0.33,0.72,0.59,0.39,4.1,1536
E01002840,0.46,0.73,0.55,0.27,0.27,0.82,0.46,1.01,1.01,0.55,6.12,1094
E01002841,0.41,0.65,0.49,0.24,0.24,0.73,0.41,1.05,0.89,0.49,5.59,1234
E01002842,0.47,0.47,0.56,0.28,0.28,0.84,0.47,0.75,0.56,0.56,5.24,1068
E01002843,0.36,0.58,0.44,0.22,0.22,0.66,0.44,0.95,0.8,0.58,5.25,1371
E01002844,0.45,0.72,0.54,0.27,0.18,0.81,0.45,1.17,0.99,0.54,6.13,1110
E01002845,0.42,0.67,0.5,0.25,0.25,0.75,0.42,1.09,0.75,0.5,5.59,1198
E01002846,0.44,0.59,0.44,0.22,0.15,0.81,0.44,0.95,0.81,0.44,5.28,1363
E01002847,0.43,0.58,0.43,0.22,0.22,0.65,0.36,0.65,0.79,0.58,4.91,1384
E01002848,0.46,0.61,0.46,0.23,0.23,0.68,0.23,0.84,0.84,0.68,5.25,1315
E01002849,0.32,0.51,0.38,0.19,0.13,0.58,0.38,0.83,0.58,0.51,4.42,1560
E01002850,0.34,0.54,0.41,0.2,0.2,0.61,0.41,0.88,0.61,0.41,4.62,1471
E01002851,0.37,0.59,0.44,0.22,0.22,0.67,0.44,0.96,0.81,0.44,5.18,1352
E01002852,0.27,0.35,0.27,0.13,0.13,0.49,0.27,0.57,0.49,0.4,3.36,2261
E01002853,0.42,0.56,0.42,0.21,0.21,0.63,0.35,0.92,0.77,0.42,4.93,1420
E01002854,0.44,0.71,0.53,0.27,0.27,0.8,0.53,1.15,1.15,0.71,6.57,1127
E01002855,0.31,0.49,0.37,0.18,0.18,0.8,0.37,0.8,0.68,0.37,4.56,1624
E01002856,0.41,0.54,0.41,0.2,0.2,0.61,0.41,0.88,0.74,0.41,4.81,1477
E01002857,0.42,0.56,0.42,0.21,0.21,0.63,0.35,0.77,0.63,0.63,4.84,1425
E01002858,0.37,0.59,0.44,0.15,0.22,0.66,0.44,0.96,0.81,0.44,5.1,1354
E01002859,0.25,0.74,0.41,0.25,0.25,0.74,0.49,1.06,1.06,0.49,5.72,1224
E01002860,0.45,0.73,0.55,0.27,0.27,0.82,0.55,1.18,1.18,0.55,6.55,1100
E01002861,0.4,0.64,0.4,0.24,0.24,0.64,0.48,1.04,0.64,0.64,5.33,1256
E01002862,0.46,0.73,0.55,0.27,0.27,0.82,0.55,1.18,0.82,0.55,6.19,1098
E01002863,0.28,0.74,0.55,0.28,0.0,0.74,0.28,1.01,0.83,0.74,5.42,1088
E01002864,0.35,0.56,0.42,0.21,0.14,0.56,0.42,0.91,0.63,0.42,4.63,1426
E01002865,0.35,0.56,0.42,0.21,0.14,0.56,0.42,0.91,0.77,0.42,4.78,1424
E01002866,0.16,0.44,0.33,0.16,0.16,0.49,0.27,0.6,0.6,0.33,3.56,1826
E01002867,0.29,0.46,0.34,0.17,0.17,0.52,0.34,0.75,0.63,0.34,4.02,1742
E01002868,0.22,0.58,0.43,0.22,0.22,0.79,0.43,0.79,0.79,0.43,4.9,1387
E01002869,0.29,0.47,0.35,0.18,0.18,0.47,0.29,0.65,0.65,0.35,3.89,1695
E01002870,0.37,0.5,0.37,0.19,0.19,0.56,0.37,0.81,0.69,0.5,4.55,1603
E01002871,0.33,0.54,0.4,0.2,0.13,0.54,0.4,0.87,0.87,0.4,4.69,1493
E01002872,0.43,0.58,0.43,0.22,0.22,0.65,0.22,0.94,0.8,0.43,4.92,1382
E01002873,0.44,0.58,0.44,0.15,0.22,0.65,0.44,0.8,0.8,0.44,4.93,1378
E01002874,0.45,0.54,0.54,0.27,0.27,0.8,0.54,0.8,0.8,0.54,5.54,1120
E01002875,0.39,0.63,0.47,0.23,0.16,0.7,0.47,0.86,0.86,0.47,5.25,1277
E01002876,0.27,0.44,0.27,0.16,0.16,0.49,0.33,0.71,0.71,0.33,3.86,1839
E01002877,0.23,0.36,0.27,0.14,0.14,0.41,0.27,0.59,0.5,0.27,3.17,2207
E01002878,0.4,0.53,0.4,0.2,0.2,0.6,0.4,0.86,0.73,0.4,4.71,1507
E01002879,0.31,0.41,0.31,0.15,0.15,0.46,0.26,0.67,0.56,0.31,3.59,1951
E01002880,0.53,0.7,0.53,0.26,0.26,0.79,0.44,1.14,0.79,0.53,5.98,1137
E01002881,0.37,0.44,0.44,0.22,0.22,0.66,0.37,0.66,0.59,0.44,4.41,1362
E01002882,0.28,0.74,0.56,0.28,0.28,1.21,0.47,1.21,0.84,0.56,6.42,1074
E01002883,0.38,0.51,0.38,0.19,0.19,0.58,0.38,0.83,0.7,0.38,4.54,1565
E01002884,0.41,0.55,0.41,0.21,0.21,0.76,0.41,0.89,0.62,0.55,5.02,1454
E01002885,0.38,0.6,0.45,0.23,0.23,0.68,0.45,0.98,0.83,0.45,5.27,1328
E01002886,0.38,0.61,0.46,0.23,0.23,0.68,0.46,0.99,0.83,0.46,5.31,1318
E01002887,0.44,0.71,0.53,0.27,0.27,0.71,0.44,1.15,0.8,0.53,5.83,1132
E01002888,0.3,0.48,0.36,0.12,0.18,0.53,0.36,0.77,0.65,0.36,4.1,1683
E01002889,0.32,0.52,0.39,0.19,0.13,0.71,0.39,0.84,0.58,0.39,4.45,1551
E01002890,0.22,0.58,0.43,0.14,0.22,0.58,0.36,0.94,0.94,0.43,4.85,1381
E01002891,0.26,0.68,0.51,0.26,0.17,0.77,0.43,0.77,0.77,0.51,5.12,1171
E01002892,0.38,0.61,0.38,0.23,0.23,0.69,0.23,0.99,0.84,0.46,5.04,1309
E01002893,0.31,0.49,0.37,0.18,0.12,0.49,0.31,0.68,0.68,0.37,3.99,1628
E01002894,0.36,0.58,0.43,0.22,0.22,0.65,0.36,0.94,0.79,0.43,4.97,1388
E01002896,0.19,0.52,0.32,0.19,0.13,0.58,0.39,0.84,0.71,0.39,4.29,1539
E01002897,0.32,0.52,0.39,0.13,0.19,0.58,0.32,0.84,0.58,0.52,4.39,1550
E01002898,0.18,0.48,0.3,0.18,0.12,0.48,0.18,0.66,0.66,0.36,3.6,1667
E01002899,0.38,0.46,0.46,0.15,0.23,0.69,0.46,0.99,0.84,0.46,5.13,1307
E01002900,0.18,0.48,0.36,0.18,0.18,0.54,0.3,0.66,0.66,0.36,3.88,1674
E01002901,0.45,0.72,0.45,0.18,0.27,0.72,0.27,1.18,1.0,0.54,5.8,1104
E01002902,0.49,0.65,0.49,0.24,0.24,0.9,0.49,1.06,0.73,0.49,5.79,1226
E01002903,0.39,0.62,0.47,0.23,0.23,0.7,0.47,1.01,0.7,0.47,5.29,1285
E01002904,0.38,0.61,0.45,0.23,0.23,0.61,0.23,0.61,0.98,0.45,4.77,1322
E01002905,0.36,0.47,0.36,0.18,0.18,0.65,0.3,0.77,0.65,0.36,4.27,1686
E01002906,0.33,0.44,0.33,0.17,0.17,0.5,0.33,0.61,0.72,0.33,3.92,1810
E01002907,0.38,0.61,0.46,0.23,0.23,0.68,0.38,0.99,0.84,0.46,5.25,1314
E01002908,0.35,0.63,0.42,0.21,0.21,0.63,0.42,0.91,0.63,0.42,4.85,1422
E01002909,0.23,0.37,0.28,0.14,0.14,0.42,0.23,0.6,0.6,0.28,3.29,2156
E01002910,0.45,0.6,0.37,0.22,0.22,0.67,0.37,0.97,0.67,0.45,5.0,1340
E01002911,0.41,0.65,0.49,0.25,0.16,0.9,0.49,1.06,0.9,0.49,5.81,1223
E01002912,0.39,0.52,0.39,0.19,0.19,0.58,0.39,0.84,0.58,0.39,4.47,1544
E01002913,0.28,0.45,0.34,0.17,0.17,0.5,0.34,0.62,0.62,0.34,3.81,1787
E01002914,0.5,0.67,0.5,0.25,0.25,0.67,0.5,1.09,0.92,0.5,5.85,1196
E01002915,0.36,0.43,0.36,0.21,0.14,0.57,0.21,0.78,0.78,0.43,4.27,1405
E01002916,0.4,0.54,0.34,0.13,0.2,0.6,0.2,0.74,0.54,0.54,4.23,1490
E01002917,0.21,0.42,0.35,0.21,0.0,0.35,0.14,0.63,0.63,0.42,3.38,1419
E01002918,0.28,0.34,0.28,0.11,0.11,0.45,0.11,0.45,0.62,0.34,3.08,1788
E01002919,0.29,0.39,0.29,0.15,0.15,0.44,0.29,0.63,0.44,0.29,3.36,2052
E01002920,0.31,0.5,0.38,0.19,0.13,0.38,0.19,0.69,0.69,0.38,3.84,1590
E01002921,0.35,0.35,0.35,0.17,0.17,0.52,0.17,0.76,0.52,0.35,3.72,1720
E01002922,0.3,0.36,0.18,0.18,0.12,0.48,0.18,0.48,0.66,0.36,3.31,1660
E01002923,0.35,0.47,0.35,0.18,0.18,0.53,0.18,0.77,0.65,0.35,4.02,1693
E01002924,0.32,0.51,0.19,0.19,0.13,0.32,0.13,0.51,0.58,0.39,3.28,1554
E01002925,0.32,0.51,0.38,0.19,0.13,0.57,0.38,0.7,0.7,0.51,4.38,1574
E01002926,0.18,0.49,0.18,0.18,0.12,0.49,0.18,0.55,0.67,0.37,3.44,1630
